date_collected,week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,export_inspections,unit
01-10-2026,2022-06-23,2022,2022,6,10,25,43,corn,world,1246014,Metric Tons
01-10-2026,2022-06-16,2022,2022,6,10,24,42,corn,world,1184268,Metric Tons
01-10-2026,2022-06-16,2022,2023,6,1,24,3,wheat,world,331328,Metric Tons
01-10-2026,2022-06-16,2022,2022,6,10,24,42,soybeans,world,427344,Metric Tons
01-10-2026,2022-06-09,2022,2023,6,1,23,2,wheat,world,388847,Metric Tons
01-10-2026,2022-06-09,2022,2022,6,10,23,41,soybeans,world,605129,Metric Tons
01-10-2026,2022-06-09,2022,2022,6,10,23,41,corn,world,1199976,Metric Tons
01-10-2026,2022-06-02,2022,2022,6,10,22,40,corn,world,1434683,Metric Tons
01-10-2026,2022-06-02,2022,2023,6,1,22,1,wheat,world,352779,Metric Tons
01-10-2026,2022-06-02,2022,2022,6,10,22,40,soybeans,world,350416,Metric Tons
01-10-2026,2022-05-26,2022,2022,5,12,21,52,wheat,world,343927,Metric Tons
01-10-2026,2022-05-26,2022,2022,5,9,21,39,soybeans,world,378262,Metric Tons
01-10-2026,2022-05-26,2022,2022,5,9,21,39,corn,world,1390851,Metric Tons
01-10-2026,2022-05-19,2022,2022,5,9,20,38,soybeans,world,575781,Metric Tons
01-10-2026,2022-05-19,2022,2022,5,12,20,51,wheat,world,309501,Metric Tons
01-10-2026,2022-05-19,2022,2022,5,9,20,38,corn,world,1699092,Metric Tons
01-10-2026,2022-05-12,2022,2022,5,12,19,50,wheat,world,348048,Metric Tons
01-10-2026,2022-05-12,2022,2022,5,9,19,37,corn,world,1036549,Metric Tons
01-10-2026,2022-05-12,2022,2022,5,9,19,37,soybeans,world,784187,Metric Tons
01-10-2026,2022-05-05,2022,2022,5,9,18,36,soybeans,world,503414,Metric Tons
01-10-2026,2022-05-05,2022,2022,5,12,18,49,wheat,world,236847,Metric Tons
01-10-2026,2022-05-05,2022,2022,5,9,18,36,corn,world,1392685,Metric Tons
01-10-2026,2022-04-28,2022,2022,4,8,17,35,soybeans,world,601282,Metric Tons
01-10-2026,2022-04-28,2022,2022,4,11,17,48,wheat,world,384460,Metric Tons
01-10-2026,2022-04-28,2022,2022,4,8,17,35,corn,world,1683994,Metric Tons
01-10-2026,2022-04-21,2022,2022,4,8,16,34,corn,world,1650844,Metric Tons
01-10-2026,2022-04-21,2022,2022,4,11,16,47,wheat,world,287997,Metric Tons
01-10-2026,2022-04-21,2022,2022,4,8,16,34,soybeans,world,602178,Metric Tons
01-10-2026,2022-04-14,2022,2022,4,8,15,33,corn,world,1139206,Metric Tons
01-10-2026,2022-04-14,2022,2022,4,11,15,46,wheat,world,432253,Metric Tons
01-10-2026,2022-04-14,2022,2022,4,8,15,33,soybeans,world,972509,Metric Tons
01-10-2026,2022-04-07,2022,2022,4,8,14,32,corn,world,1418827,Metric Tons
01-10-2026,2022-04-07,2022,2022,4,11,14,45,wheat,world,411012,Metric Tons
01-10-2026,2022-04-07,2022,2022,4,8,14,32,soybeans,world,766232,Metric Tons
01-10-2026,2022-03-31,2022,2022,3,7,13,31,corn,world,1528357,Metric Tons
01-10-2026,2022-03-31,2022,2022,3,7,13,31,soybeans,world,737372,Metric Tons
01-10-2026,2022-03-31,2022,2022,3,10,13,44,wheat,world,297341,Metric Tons
01-10-2026,2022-03-24,2022,2022,3,7,12,30,soybeans,world,628819,Metric Tons
01-10-2026,2022-03-24,2022,2022,3,7,12,30,corn,world,1606535,Metric Tons
01-10-2026,2022-03-24,2022,2022,3,10,12,43,wheat,world,341191,Metric Tons
01-10-2026,2022-03-17,2022,2022,3,7,11,29,soybeans,world,544986,Metric Tons
01-10-2026,2022-03-17,2022,2022,3,7,11,29,corn,world,1466311,Metric Tons
01-10-2026,2022-03-17,2022,2022,3,10,11,42,wheat,world,330632,Metric Tons
01-10-2026,2022-03-10,2022,2022,3,7,10,28,soybeans,world,772719,Metric Tons
01-10-2026,2022-03-10,2022,2022,3,7,10,28,corn,world,1144850,Metric Tons
01-10-2026,2022-03-10,2022,2022,3,10,10,41,wheat,world,282344,Metric Tons
01-10-2026,2022-03-03,2022,2022,3,10,9,40,wheat,world,343463,Metric Tons
01-10-2026,2022-03-03,2022,2022,3,7,9,27,corn,world,1582167,Metric Tons
01-10-2026,2022-03-03,2022,2022,3,7,9,27,soybeans,world,766250,Metric Tons
01-10-2026,2022-02-24,2022,2022,2,9,8,39,wheat,world,406138,Metric Tons
01-10-2026,2022-02-24,2022,2022,2,6,8,26,corn,world,1543751,Metric Tons
01-10-2026,2022-02-24,2022,2022,2,6,8,26,soybeans,world,735278,Metric Tons
01-10-2026,2022-02-17,2022,2022,2,6,7,25,corn,world,1576666,Metric Tons
01-10-2026,2022-02-17,2022,2022,2,6,7,25,soybeans,world,975102,Metric Tons
01-10-2026,2022-02-17,2022,2022,2,9,7,38,wheat,world,539366,Metric Tons
01-10-2026,2022-02-10,2022,2022,2,6,6,24,soybeans,world,1154958,Metric Tons
01-10-2026,2022-02-10,2022,2022,2,9,6,37,wheat,world,435188,Metric Tons
01-10-2026,2022-02-10,2022,2022,2,6,6,24,corn,world,1455106,Metric Tons
01-10-2026,2022-02-03,2022,2022,2,6,5,23,corn,world,1053202,Metric Tons
01-10-2026,2022-02-03,2022,2022,2,9,5,36,wheat,world,417750,Metric Tons
01-10-2026,2022-02-03,2022,2022,2,6,5,23,soybeans,world,1217991,Metric Tons
01-10-2026,2022-01-27,2022,2022,1,5,4,22,corn,world,1035734,Metric Tons
01-10-2026,2022-01-27,2022,2022,1,8,4,35,wheat,world,361375,Metric Tons
01-10-2026,2022-01-27,2022,2022,1,5,4,22,soybeans,world,1411411,Metric Tons
01-10-2026,2022-01-20,2022,2022,1,5,3,21,corn,world,1115731,Metric Tons
01-10-2026,2022-01-20,2022,2022,1,5,3,21,soybeans,world,1297802,Metric Tons
01-10-2026,2022-01-20,2022,2022,1,8,3,34,wheat,world,400973,Metric Tons
01-10-2026,2022-01-13,2022,2022,1,5,2,20,corn,world,1204188,Metric Tons
01-10-2026,2022-01-13,2022,2022,1,5,2,20,soybeans,world,1720497,Metric Tons
01-10-2026,2022-01-13,2022,2022,1,8,2,33,wheat,world,369188,Metric Tons
01-10-2026,2022-01-06,2022,2022,1,5,1,19,corn,world,1022677,Metric Tons
01-10-2026,2022-01-06,2022,2022,1,8,1,32,wheat,world,233159,Metric Tons
01-10-2026,2022-01-06,2022,2022,1,5,1,19,soybeans,world,905149,Metric Tons
01-10-2026,2021-12-30,2021,2022,12,7,52,31,wheat,world,141816,Metric Tons
01-10-2026,2021-12-30,2021,2022,12,4,52,18,corn,world,596092,Metric Tons
01-10-2026,2021-12-30,2021,2022,12,4,52,18,soybeans,world,1191739,Metric Tons
01-10-2026,2021-12-23,2021,2022,12,4,51,17,soybeans,world,1577417,Metric Tons
01-10-2026,2021-12-23,2021,2022,12,4,51,17,corn,world,719031,Metric Tons
01-10-2026,2021-12-23,2021,2022,12,7,51,30,wheat,world,271349,Metric Tons
01-10-2026,2021-12-16,2021,2022,12,7,50,29,wheat,world,211880,Metric Tons
01-10-2026,2021-12-16,2021,2022,12,4,50,16,corn,world,1001528,Metric Tons
01-10-2026,2021-12-16,2021,2022,12,4,50,16,soybeans,world,1679430,Metric Tons
01-10-2026,2021-12-09,2021,2022,12,4,49,15,corn,world,810395,Metric Tons
01-10-2026,2021-12-09,2021,2022,12,7,49,28,wheat,world,245090,Metric Tons
01-10-2026,2021-12-09,2021,2022,12,4,49,15,soybeans,world,1723970,Metric Tons
01-10-2026,2021-12-02,2021,2022,12,7,48,27,wheat,world,245963,Metric Tons
01-10-2026,2021-12-02,2021,2022,12,4,48,14,soybeans,world,2246664,Metric Tons
01-10-2026,2021-12-02,2021,2022,12,4,48,14,corn,world,758169,Metric Tons
01-10-2026,2021-11-25,2021,2022,11,3,47,13,soybeans,world,2142844,Metric Tons
01-10-2026,2021-11-25,2021,2022,11,6,47,26,wheat,world,250651,Metric Tons
01-10-2026,2021-11-25,2021,2022,11,3,47,13,corn,world,766063,Metric Tons
01-10-2026,2021-11-18,2021,2022,11,3,46,12,corn,world,618490,Metric Tons
01-10-2026,2021-11-18,2021,2022,11,6,46,25,wheat,world,177799,Metric Tons
01-10-2026,2021-11-18,2021,2022,11,3,46,12,soybeans,world,1684138,Metric Tons
01-10-2026,2021-11-11,2021,2022,11,6,45,24,wheat,world,388743,Metric Tons
01-10-2026,2021-11-11,2021,2022,11,3,45,11,soybeans,world,2073579,Metric Tons
01-10-2026,2021-11-11,2021,2022,11,3,45,11,corn,world,855698,Metric Tons
01-10-2026,2021-11-04,2021,2022,11,3,44,10,corn,world,563163,Metric Tons
01-10-2026,2021-11-04,2021,2022,11,6,44,23,wheat,world,231854,Metric Tons
01-10-2026,2021-11-04,2021,2022,11,3,44,10,soybeans,world,2646892,Metric Tons
01-10-2026,2021-10-28,2021,2022,10,5,43,22,wheat,world,115341,Metric Tons
01-10-2026,2021-10-28,2021,2022,10,2,43,9,soybeans,world,2272003,Metric Tons
01-10-2026,2021-10-28,2021,2022,10,2,43,9,corn,world,619340,Metric Tons
01-10-2026,2021-10-21,2021,2022,10,2,42,8,corn,world,545127,Metric Tons
01-10-2026,2021-10-21,2021,2022,10,5,42,21,wheat,world,140413,Metric Tons
01-10-2026,2021-10-21,2021,2022,10,2,42,8,soybeans,world,2103505,Metric Tons
01-10-2026,2021-10-14,2021,2022,10,2,41,7,soybeans,world,2298315,Metric Tons
01-10-2026,2021-10-14,2021,2022,10,2,41,7,corn,world,976218,Metric Tons
01-10-2026,2021-10-14,2021,2022,10,5,41,20,wheat,world,139753,Metric Tons
01-10-2026,2021-10-07,2021,2022,10,2,40,6,corn,world,746200,Metric Tons
01-10-2026,2021-10-07,2021,2022,10,5,40,19,wheat,world,435173,Metric Tons
01-10-2026,2021-10-07,2021,2022,10,2,40,6,soybeans,world,1611731,Metric Tons
01-10-2026,2021-09-30,2021,2022,9,1,39,5,corn,world,808814,Metric Tons
01-10-2026,2021-09-30,2021,2022,9,1,39,5,soybeans,world,844488,Metric Tons
01-10-2026,2021-09-30,2021,2022,9,4,39,18,wheat,world,611621,Metric Tons
01-10-2026,2021-09-23,2021,2022,9,4,38,17,wheat,world,286087,Metric Tons
01-10-2026,2021-09-23,2021,2022,9,1,38,4,soybeans,world,440742,Metric Tons
01-10-2026,2021-09-23,2021,2022,9,1,38,4,corn,world,517539,Metric Tons
01-10-2026,2021-09-16,2021,2022,9,1,37,3,soybeans,world,275169,Metric Tons
01-10-2026,2021-09-16,2021,2022,9,4,37,16,wheat,world,563390,Metric Tons
01-10-2026,2021-09-16,2021,2022,9,1,37,3,corn,world,403104,Metric Tons
01-10-2026,2021-09-09,2021,2022,9,1,36,2,corn,world,138189,Metric Tons
01-10-2026,2021-09-09,2021,2022,9,1,36,2,soybeans,world,105368,Metric Tons
01-10-2026,2021-09-09,2021,2022,9,4,36,15,wheat,world,547943,Metric Tons
01-10-2026,2021-09-02,2021,2022,9,1,35,1,soybeans,world,68059,Metric Tons
01-10-2026,2021-09-02,2021,2022,9,4,35,14,wheat,world,381551,Metric Tons
01-10-2026,2021-09-02,2021,2022,9,1,35,1,corn,world,275799,Metric Tons
01-10-2026,2021-08-26,2021,2021,8,12,34,52,soybeans,world,377341,Metric Tons
01-10-2026,2021-08-26,2021,2022,8,3,34,13,wheat,world,316844,Metric Tons
01-10-2026,2021-08-26,2021,2021,8,12,34,52,corn,world,562549,Metric Tons
01-10-2026,2021-08-19,2021,2021,8,12,33,51,soybeans,world,214061,Metric Tons
01-10-2026,2021-08-19,2021,2021,8,12,33,51,corn,world,724784,Metric Tons
01-10-2026,2021-08-19,2021,2022,8,3,33,12,wheat,world,657854,Metric Tons
01-10-2026,2021-08-12,2021,2022,8,3,32,11,wheat,world,440567,Metric Tons
01-10-2026,2021-08-12,2021,2021,8,12,32,50,soybeans,world,277637,Metric Tons
01-10-2026,2021-08-12,2021,2021,8,12,32,50,corn,world,754929,Metric Tons
01-10-2026,2021-08-05,2021,2021,8,12,31,49,corn,world,667220,Metric Tons
01-10-2026,2021-08-05,2021,2021,8,12,31,49,soybeans,world,114253,Metric Tons
01-10-2026,2021-08-05,2021,2022,8,3,31,10,wheat,world,605793,Metric Tons
01-10-2026,2021-07-29,2021,2021,7,11,30,48,soybeans,world,181193,Metric Tons
01-10-2026,2021-07-29,2021,2022,7,2,30,9,wheat,world,387743,Metric Tons
01-10-2026,2021-07-29,2021,2021,7,11,30,48,corn,world,1383718,Metric Tons
01-10-2026,2021-07-22,2021,2021,7,11,29,47,soybeans,world,241897,Metric Tons
01-10-2026,2021-07-22,2021,2022,7,2,29,8,wheat,world,477964,Metric Tons
01-10-2026,2021-07-22,2021,2021,7,11,29,47,corn,world,1036910,Metric Tons
01-10-2026,2021-07-15,2021,2021,7,11,28,46,soybeans,world,143934,Metric Tons
01-10-2026,2021-07-15,2021,2021,7,11,28,46,corn,world,1000512,Metric Tons
01-10-2026,2021-07-15,2021,2022,7,2,28,7,wheat,world,490626,Metric Tons
01-10-2026,2021-07-08,2021,2021,7,11,27,45,soybeans,world,200933,Metric Tons
01-10-2026,2021-07-08,2021,2022,7,2,27,6,wheat,world,424327,Metric Tons
01-10-2026,2021-07-08,2021,2021,7,11,27,45,corn,world,993974,Metric Tons
01-10-2026,2021-07-01,2021,2022,7,2,26,5,wheat,world,258438,Metric Tons
01-10-2026,2021-07-01,2021,2021,7,11,26,44,soybeans,world,206152,Metric Tons
01-10-2026,2021-07-01,2021,2021,7,11,26,44,corn,world,1235931,Metric Tons
01-10-2026,2021-06-24,2021,2021,6,10,25,43,soybeans,world,103965,Metric Tons
01-10-2026,2021-06-24,2021,2022,6,1,25,4,wheat,world,285654,Metric Tons
01-10-2026,2021-06-24,2021,2021,6,10,25,43,corn,world,1008351,Metric Tons
01-10-2026,2021-06-17,2021,2021,6,10,24,42,soybeans,world,175359,Metric Tons
01-10-2026,2021-06-17,2021,2021,6,10,24,42,corn,world,1481426,Metric Tons
01-10-2026,2021-06-17,2021,2022,6,1,24,3,wheat,world,548578,Metric Tons
01-10-2026,2021-06-10,2021,2022,6,1,23,2,wheat,world,480341,Metric Tons
01-10-2026,2021-06-10,2021,2021,6,10,23,41,corn,world,1544031,Metric Tons
01-10-2026,2021-06-10,2021,2021,6,10,23,41,soybeans,world,128092,Metric Tons
01-10-2026,2021-06-03,2021,2021,6,10,22,40,soybeans,world,237108,Metric Tons
01-10-2026,2021-06-03,2021,2022,6,1,22,1,wheat,world,418547,Metric Tons
01-10-2026,2021-06-03,2021,2021,6,10,22,40,corn,world,1413073,Metric Tons
01-10-2026,2021-05-27,2021,2021,5,9,21,39,corn,world,2049217,Metric Tons
01-10-2026,2021-05-27,2021,2021,5,12,21,52,wheat,world,256496,Metric Tons
01-10-2026,2021-05-27,2021,2021,5,9,21,39,soybeans,world,192221,Metric Tons
01-10-2026,2021-05-20,2021,2021,5,9,20,38,corn,world,1727878,Metric Tons
01-10-2026,2021-05-20,2021,2021,5,12,20,51,wheat,world,573912,Metric Tons
01-10-2026,2021-05-20,2021,2021,5,9,20,38,soybeans,world,193912,Metric Tons
01-10-2026,2021-05-13,2021,2021,5,9,19,37,soybeans,world,308818,Metric Tons
01-10-2026,2021-05-13,2021,2021,5,9,19,37,corn,world,1892243,Metric Tons
01-10-2026,2021-05-13,2021,2021,5,12,19,50,wheat,world,658509,Metric Tons
01-10-2026,2021-05-06,2021,2021,5,9,18,36,corn,world,1707142,Metric Tons
01-10-2026,2021-05-06,2021,2021,5,9,18,36,soybeans,world,236918,Metric Tons
01-10-2026,2021-05-06,2021,2021,5,12,18,49,wheat,world,545587,Metric Tons
01-10-2026,2021-04-29,2021,2021,4,8,17,35,corn,world,2139077,Metric Tons
01-10-2026,2021-04-29,2021,2021,4,11,17,48,wheat,world,509932,Metric Tons
01-10-2026,2021-04-29,2021,2021,4,8,17,35,soybeans,world,143418,Metric Tons
01-10-2026,2021-04-22,2021,2021,4,8,16,34,corn,world,1951012,Metric Tons
01-10-2026,2021-04-22,2021,2021,4,8,16,34,soybeans,world,233911,Metric Tons
01-10-2026,2021-04-22,2021,2021,4,11,16,47,wheat,world,564047,Metric Tons
01-10-2026,2021-04-15,2021,2021,4,8,15,33,soybeans,world,183986,Metric Tons
01-10-2026,2021-04-15,2021,2021,4,11,15,46,wheat,world,613595,Metric Tons
01-10-2026,2021-04-15,2021,2021,4,8,15,33,corn,world,1524777,Metric Tons
01-10-2026,2021-04-08,2021,2021,4,8,14,32,soybeans,world,327799,Metric Tons
01-10-2026,2021-04-08,2021,2021,4,8,14,32,corn,world,1584761,Metric Tons
01-10-2026,2021-04-08,2021,2021,4,11,14,45,wheat,world,458432,Metric Tons
01-10-2026,2021-04-01,2021,2021,4,11,13,44,wheat,world,594032,Metric Tons
01-10-2026,2021-04-01,2021,2021,4,8,13,31,corn,world,1912211,Metric Tons
01-10-2026,2021-04-01,2021,2021,4,8,13,31,soybeans,world,298252,Metric Tons
01-10-2026,2021-03-25,2021,2021,3,7,12,30,soybeans,world,425364,Metric Tons
01-10-2026,2021-03-25,2021,2021,3,10,12,43,wheat,world,302188,Metric Tons
01-10-2026,2021-03-25,2021,2021,3,7,12,30,corn,world,1695215,Metric Tons
01-10-2026,2021-03-18,2021,2021,3,7,11,29,soybeans,world,489405,Metric Tons
01-10-2026,2021-03-18,2021,2021,3,7,11,29,corn,world,1962118,Metric Tons
01-10-2026,2021-03-18,2021,2021,3,10,11,42,wheat,world,648485,Metric Tons
01-10-2026,2021-03-11,2021,2021,3,7,10,28,corn,world,2203962,Metric Tons
01-10-2026,2021-03-11,2021,2021,3,10,10,41,wheat,world,683492,Metric Tons
01-10-2026,2021-03-11,2021,2021,3,7,10,28,soybeans,world,518789,Metric Tons
01-10-2026,2021-03-04,2021,2021,3,7,9,27,soybeans,world,587594,Metric Tons
01-10-2026,2021-03-04,2021,2021,3,10,9,40,wheat,world,482130,Metric Tons
01-10-2026,2021-03-04,2021,2021,3,7,9,27,corn,world,1544460,Metric Tons
01-10-2026,2021-02-25,2021,2021,2,6,8,26,soybeans,world,879582,Metric Tons
01-10-2026,2021-02-25,2021,2021,2,9,8,39,wheat,world,272820,Metric Tons
01-10-2026,2021-02-25,2021,2021,2,6,8,26,corn,world,1636876,Metric Tons
01-10-2026,2021-02-18,2021,2021,2,6,7,25,corn,world,1231810,Metric Tons
01-10-2026,2021-02-18,2021,2021,2,6,7,25,soybeans,world,721845,Metric Tons
01-10-2026,2021-02-18,2021,2021,2,9,7,38,wheat,world,324597,Metric Tons
01-10-2026,2021-02-11,2021,2021,2,6,6,24,soybeans,world,809574,Metric Tons
01-10-2026,2021-02-11,2021,2021,2,6,6,24,corn,world,1322412,Metric Tons
01-10-2026,2021-02-11,2021,2021,2,9,6,37,wheat,world,392555,Metric Tons
01-10-2026,2021-02-04,2021,2021,2,6,5,23,soybeans,world,1800682,Metric Tons
01-10-2026,2021-02-04,2021,2021,2,9,5,36,wheat,world,441076,Metric Tons
01-10-2026,2021-02-04,2021,2021,2,6,5,23,corn,world,1576663,Metric Tons
01-10-2026,2021-01-28,2021,2021,1,5,4,22,corn,world,1104721,Metric Tons
01-10-2026,2021-01-28,2021,2021,1,8,4,35,wheat,world,396873,Metric Tons
01-10-2026,2021-01-28,2021,2021,1,5,4,22,soybeans,world,1792367,Metric Tons
01-10-2026,2021-01-21,2021,2021,1,5,3,21,corn,world,1391455,Metric Tons
01-10-2026,2021-01-21,2021,2021,1,5,3,21,soybeans,world,1978971,Metric Tons
01-10-2026,2021-01-21,2021,2021,1,8,3,34,wheat,world,523901,Metric Tons
01-10-2026,2021-01-14,2021,2021,1,5,2,20,soybeans,world,2058399,Metric Tons
01-10-2026,2021-01-14,2021,2021,1,8,2,33,wheat,world,276898,Metric Tons
01-10-2026,2021-01-14,2021,2021,1,5,2,20,corn,world,876774,Metric Tons
01-10-2026,2021-01-07,2021,2021,1,8,1,32,wheat,world,279390,Metric Tons
01-10-2026,2021-01-07,2021,2021,1,5,1,19,soybeans,world,1778581,Metric Tons
01-10-2026,2021-01-07,2021,2021,1,5,1,19,corn,world,1130744,Metric Tons
01-10-2026,2020-12-31,2020,2021,12,4,53,18,soybeans,world,1305786,Metric Tons
01-10-2026,2020-12-31,2020,2021,12,7,53,31,wheat,world,324983,Metric Tons
01-10-2026,2020-12-31,2020,2021,12,4,53,18,corn,world,912802,Metric Tons
01-10-2026,2020-12-24,2020,2021,12,4,52,17,soybeans,world,1447261,Metric Tons
01-10-2026,2020-12-24,2020,2021,12,7,52,30,wheat,world,303809,Metric Tons
01-10-2026,2020-12-24,2020,2021,12,4,52,17,corn,world,993710,Metric Tons
01-10-2026,2020-12-17,2020,2021,12,4,51,16,corn,world,762937,Metric Tons
01-10-2026,2020-12-17,2020,2021,12,7,51,29,wheat,world,391219,Metric Tons
01-10-2026,2020-12-17,2020,2021,12,4,51,16,soybeans,world,2532924,Metric Tons
01-10-2026,2020-12-10,2020,2021,12,4,50,15,corn,world,886938,Metric Tons
01-10-2026,2020-12-10,2020,2021,12,7,50,28,wheat,world,261164,Metric Tons
01-10-2026,2020-12-10,2020,2021,12,4,50,15,soybeans,world,2368781,Metric Tons
01-10-2026,2020-12-03,2020,2021,12,4,49,14,corn,world,734079,Metric Tons
01-10-2026,2020-12-03,2020,2021,12,7,49,27,wheat,world,530781,Metric Tons
01-10-2026,2020-12-03,2020,2021,12,4,49,14,soybeans,world,2297316,Metric Tons
01-10-2026,2020-11-26,2020,2021,11,3,48,13,corn,world,890033,Metric Tons
01-10-2026,2020-11-26,2020,2021,11,6,48,26,wheat,world,502788,Metric Tons
01-10-2026,2020-11-26,2020,2021,11,3,48,13,soybeans,world,2036484,Metric Tons
01-10-2026,2020-11-19,2020,2021,11,3,47,12,soybeans,world,2009976,Metric Tons
01-10-2026,2020-11-19,2020,2021,11,6,47,25,wheat,world,358077,Metric Tons
01-10-2026,2020-11-19,2020,2021,11,3,47,12,corn,world,832637,Metric Tons
01-10-2026,2020-11-12,2020,2021,11,3,46,11,soybeans,world,2239956,Metric Tons
01-10-2026,2020-11-12,2020,2021,11,6,46,24,wheat,world,325948,Metric Tons
01-10-2026,2020-11-12,2020,2021,11,3,46,11,corn,world,817476,Metric Tons
01-10-2026,2020-11-05,2020,2021,11,3,45,10,corn,world,690079,Metric Tons
01-10-2026,2020-11-05,2020,2021,11,6,45,23,wheat,world,304239,Metric Tons
01-10-2026,2020-11-05,2020,2021,11,3,45,10,soybeans,world,2496308,Metric Tons
01-10-2026,2020-10-29,2020,2021,10,2,44,9,corn,world,721623,Metric Tons
01-10-2026,2020-10-29,2020,2021,10,2,44,9,soybeans,world,2082741,Metric Tons
01-10-2026,2020-10-29,2020,2021,10,5,44,22,wheat,world,287059,Metric Tons
01-10-2026,2020-10-22,2020,2021,10,5,43,21,wheat,world,363806,Metric Tons
01-10-2026,2020-10-22,2020,2021,10,2,43,8,corn,world,636290,Metric Tons
01-10-2026,2020-10-22,2020,2021,10,2,43,8,soybeans,world,2664352,Metric Tons
01-10-2026,2020-10-15,2020,2021,10,5,42,20,wheat,world,239688,Metric Tons
01-10-2026,2020-10-15,2020,2021,10,2,42,7,soybeans,world,2173521,Metric Tons
01-10-2026,2020-10-15,2020,2021,10,2,42,7,corn,world,911012,Metric Tons
01-10-2026,2020-10-08,2020,2021,10,2,41,6,soybeans,world,2157012,Metric Tons
01-10-2026,2020-10-08,2020,2021,10,2,41,6,corn,world,632184,Metric Tons
01-10-2026,2020-10-08,2020,2021,10,5,41,19,wheat,world,514086,Metric Tons
01-10-2026,2020-10-01,2020,2021,10,2,40,5,soybeans,world,1667068,Metric Tons
01-10-2026,2020-10-01,2020,2021,10,5,40,18,wheat,world,643671,Metric Tons
01-10-2026,2020-10-01,2020,2021,10,2,40,5,corn,world,863995,Metric Tons
01-10-2026,2020-09-24,2020,2021,9,1,39,4,soybeans,world,1211733,Metric Tons
01-10-2026,2020-09-24,2020,2021,9,4,39,17,wheat,world,563427,Metric Tons
01-10-2026,2020-09-24,2020,2021,9,1,39,4,corn,world,806639,Metric Tons
01-10-2026,2020-09-17,2020,2021,9,1,38,3,soybeans,world,1310854,Metric Tons
01-10-2026,2020-09-17,2020,2021,9,4,38,16,wheat,world,469939,Metric Tons
01-10-2026,2020-09-17,2020,2021,9,1,38,3,corn,world,755111,Metric Tons
