date_collected,week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,export_inspections,unit
01-10-2026,2020-09-10,2020,2021,9,1,37,2,corn,world,878907,Metric Tons
01-10-2026,2020-09-10,2020,2021,9,4,37,15,wheat,world,637226,Metric Tons
01-10-2026,2020-09-10,2020,2021,9,1,37,2,soybeans,world,1283936,Metric Tons
01-10-2026,2020-09-03,2020,2021,9,1,36,1,soybeans,world,1295462,Metric Tons
01-10-2026,2020-09-03,2020,2021,9,1,36,1,corn,world,781838,Metric Tons
01-10-2026,2020-09-03,2020,2021,9,4,36,14,wheat,world,695741,Metric Tons
01-10-2026,2020-08-27,2020,2020,8,12,35,52,soybeans,world,804591,Metric Tons
01-10-2026,2020-08-27,2020,2021,8,3,35,13,wheat,world,516131,Metric Tons
01-10-2026,2020-08-27,2020,2020,8,12,35,52,corn,world,402216,Metric Tons
01-10-2026,2020-08-20,2020,2020,8,12,34,51,corn,world,892031,Metric Tons
01-10-2026,2020-08-20,2020,2021,8,3,34,12,wheat,world,569593,Metric Tons
01-10-2026,2020-08-20,2020,2020,8,12,34,51,soybeans,world,1150832,Metric Tons
01-10-2026,2020-08-13,2020,2020,8,12,33,50,soybeans,world,785075,Metric Tons
01-10-2026,2020-08-13,2020,2021,8,3,33,11,wheat,world,461699,Metric Tons
01-10-2026,2020-08-13,2020,2020,8,12,33,50,corn,world,1036985,Metric Tons
01-10-2026,2020-08-06,2020,2020,8,12,32,49,soybeans,world,635665,Metric Tons
01-10-2026,2020-08-06,2020,2021,8,3,32,10,wheat,world,379949,Metric Tons
01-10-2026,2020-08-06,2020,2020,8,12,32,49,corn,world,1150979,Metric Tons
01-10-2026,2020-07-30,2020,2020,7,11,31,48,soybeans,world,551543,Metric Tons
01-10-2026,2020-07-30,2020,2021,7,2,31,9,wheat,world,500110,Metric Tons
01-10-2026,2020-07-30,2020,2020,7,11,31,48,corn,world,716127,Metric Tons
01-10-2026,2020-07-23,2020,2020,7,11,30,47,corn,world,797487,Metric Tons
01-10-2026,2020-07-23,2020,2020,7,11,30,47,soybeans,world,472680,Metric Tons
01-10-2026,2020-07-23,2020,2021,7,2,30,8,wheat,world,544010,Metric Tons
01-10-2026,2020-07-16,2020,2021,7,2,29,7,wheat,world,500607,Metric Tons
01-10-2026,2020-07-16,2020,2020,7,11,29,46,corn,world,1149353,Metric Tons
01-10-2026,2020-07-16,2020,2020,7,11,29,46,soybeans,world,452811,Metric Tons
01-10-2026,2020-07-09,2020,2020,7,11,28,45,soybeans,world,483331,Metric Tons
01-10-2026,2020-07-09,2020,2021,7,2,28,6,wheat,world,624211,Metric Tons
01-10-2026,2020-07-09,2020,2020,7,11,28,45,corn,world,902623,Metric Tons
01-10-2026,2020-07-02,2020,2020,7,11,27,44,corn,world,962445,Metric Tons
01-10-2026,2020-07-02,2020,2021,7,2,27,5,wheat,world,326448,Metric Tons
01-10-2026,2020-07-02,2020,2020,7,11,27,44,soybeans,world,521638,Metric Tons
01-10-2026,2020-06-25,2020,2020,6,10,26,43,corn,world,1234690,Metric Tons
01-10-2026,2020-06-25,2020,2021,6,1,26,4,wheat,world,515359,Metric Tons
01-10-2026,2020-06-25,2020,2020,6,10,26,43,soybeans,world,324512,Metric Tons
01-10-2026,2020-06-18,2020,2021,6,1,25,3,wheat,world,613052,Metric Tons
01-10-2026,2020-06-18,2020,2020,6,10,25,42,soybeans,world,254929,Metric Tons
01-10-2026,2020-06-18,2020,2020,6,10,25,42,corn,world,1295845,Metric Tons
01-10-2026,2020-06-11,2020,2020,6,10,24,41,soybeans,world,376323,Metric Tons
01-10-2026,2020-06-11,2020,2020,6,10,24,41,corn,world,910495,Metric Tons
01-10-2026,2020-06-11,2020,2021,6,1,24,2,wheat,world,444031,Metric Tons
01-10-2026,2020-06-04,2020,2021,6,1,23,1,wheat,world,432919,Metric Tons
01-10-2026,2020-06-04,2020,2020,6,10,23,40,corn,world,1100078,Metric Tons
01-10-2026,2020-06-04,2020,2020,6,10,23,40,soybeans,world,213047,Metric Tons
01-10-2026,2020-05-28,2020,2020,5,9,22,39,corn,world,1128091,Metric Tons
01-10-2026,2020-05-28,2020,2020,5,12,22,52,wheat,world,499353,Metric Tons
01-10-2026,2020-05-28,2020,2020,5,9,22,39,soybeans,world,396387,Metric Tons
01-10-2026,2020-05-21,2020,2020,5,12,21,51,wheat,world,457777,Metric Tons
01-10-2026,2020-05-21,2020,2020,5,9,21,38,corn,world,1091972,Metric Tons
01-10-2026,2020-05-21,2020,2020,5,9,21,38,soybeans,world,333127,Metric Tons
01-10-2026,2020-05-14,2020,2020,5,9,20,37,corn,world,1150674,Metric Tons
01-10-2026,2020-05-14,2020,2020,5,12,20,50,wheat,world,440822,Metric Tons
01-10-2026,2020-05-14,2020,2020,5,9,20,37,soybeans,world,352189,Metric Tons
01-10-2026,2020-05-07,2020,2020,5,9,19,36,corn,world,1334686,Metric Tons
01-10-2026,2020-05-07,2020,2020,5,12,19,49,wheat,world,340310,Metric Tons
01-10-2026,2020-05-07,2020,2020,5,9,19,36,soybeans,world,496498,Metric Tons
01-10-2026,2020-04-30,2020,2020,4,8,18,35,corn,world,1217218,Metric Tons
01-10-2026,2020-04-30,2020,2020,4,8,18,35,soybeans,world,318100,Metric Tons
01-10-2026,2020-04-30,2020,2020,4,11,18,48,wheat,world,535691,Metric Tons
01-10-2026,2020-04-23,2020,2020,4,8,17,34,corn,world,1078175,Metric Tons
01-10-2026,2020-04-23,2020,2020,4,8,17,34,soybeans,world,555748,Metric Tons
01-10-2026,2020-04-23,2020,2020,4,11,17,47,wheat,world,501333,Metric Tons
01-10-2026,2020-04-16,2020,2020,4,8,16,33,soybeans,world,539824,Metric Tons
01-10-2026,2020-04-16,2020,2020,4,11,16,46,wheat,world,469922,Metric Tons
01-10-2026,2020-04-16,2020,2020,4,8,16,33,corn,world,683854,Metric Tons
01-10-2026,2020-04-09,2020,2020,4,11,15,45,wheat,world,608709,Metric Tons
01-10-2026,2020-04-09,2020,2020,4,8,15,32,soybeans,world,442024,Metric Tons
01-10-2026,2020-04-09,2020,2020,4,8,15,32,corn,world,1029886,Metric Tons
01-10-2026,2020-04-02,2020,2020,4,8,14,31,soybeans,world,298124,Metric Tons
01-10-2026,2020-04-02,2020,2020,4,8,14,31,corn,world,1271481,Metric Tons
01-10-2026,2020-04-02,2020,2020,4,11,14,44,wheat,world,320371,Metric Tons
01-10-2026,2020-03-26,2020,2020,3,7,13,30,soybeans,world,413957,Metric Tons
01-10-2026,2020-03-26,2020,2020,3,7,13,30,corn,world,1269074,Metric Tons
01-10-2026,2020-03-26,2020,2020,3,10,13,43,wheat,world,363881,Metric Tons
01-10-2026,2020-03-19,2020,2020,3,7,12,29,soybeans,world,570642,Metric Tons
01-10-2026,2020-03-19,2020,2020,3,10,12,42,wheat,world,349369,Metric Tons
01-10-2026,2020-03-19,2020,2020,3,7,12,29,corn,world,816634,Metric Tons
01-10-2026,2020-03-12,2020,2020,3,7,11,28,soybeans,world,436358,Metric Tons
01-10-2026,2020-03-12,2020,2020,3,10,11,41,wheat,world,449653,Metric Tons
01-10-2026,2020-03-12,2020,2020,3,7,11,28,corn,world,977879,Metric Tons
01-10-2026,2020-03-05,2020,2020,3,10,10,40,wheat,world,415548,Metric Tons
01-10-2026,2020-03-05,2020,2020,3,7,10,27,soybeans,world,572416,Metric Tons
01-10-2026,2020-03-05,2020,2020,3,7,10,27,corn,world,829865,Metric Tons
01-10-2026,2020-02-27,2020,2020,2,6,9,26,corn,world,896221,Metric Tons
01-10-2026,2020-02-27,2020,2020,2,9,9,39,wheat,world,654097,Metric Tons
01-10-2026,2020-02-27,2020,2020,2,6,9,26,soybeans,world,670608,Metric Tons
01-10-2026,2020-02-20,2020,2020,2,6,8,25,corn,world,912922,Metric Tons
01-10-2026,2020-02-20,2020,2020,2,6,8,25,soybeans,world,594536,Metric Tons
01-10-2026,2020-02-20,2020,2020,2,9,8,38,wheat,world,411523,Metric Tons
01-10-2026,2020-02-13,2020,2020,2,6,7,24,corn,world,795228,Metric Tons
01-10-2026,2020-02-13,2020,2020,2,9,7,37,wheat,world,501990,Metric Tons
01-10-2026,2020-02-13,2020,2020,2,6,7,24,soybeans,world,992294,Metric Tons
01-10-2026,2020-02-06,2020,2020,2,6,6,23,corn,world,769390,Metric Tons
01-10-2026,2020-02-06,2020,2020,2,6,6,23,soybeans,world,603852,Metric Tons
01-10-2026,2020-02-06,2020,2020,2,9,6,36,wheat,world,523713,Metric Tons
01-10-2026,2020-01-30,2020,2020,1,5,5,22,corn,world,562380,Metric Tons
01-10-2026,2020-01-30,2020,2020,1,8,5,35,wheat,world,413984,Metric Tons
01-10-2026,2020-01-30,2020,2020,1,5,5,22,soybeans,world,1355627,Metric Tons
01-10-2026,2020-01-23,2020,2020,1,5,4,21,corn,world,668559,Metric Tons
01-10-2026,2020-01-23,2020,2020,1,8,4,34,wheat,world,223994,Metric Tons
01-10-2026,2020-01-23,2020,2020,1,5,4,21,soybeans,world,1038840,Metric Tons
01-10-2026,2020-01-16,2020,2020,1,5,3,20,corn,world,345859,Metric Tons
01-10-2026,2020-01-16,2020,2020,1,8,3,33,wheat,world,435129,Metric Tons
01-10-2026,2020-01-16,2020,2020,1,5,3,20,soybeans,world,1199136,Metric Tons
01-10-2026,2020-01-09,2020,2020,1,8,2,32,wheat,world,473960,Metric Tons
01-10-2026,2020-01-09,2020,2020,1,5,2,19,soybeans,world,1136304,Metric Tons
01-10-2026,2020-01-09,2020,2020,1,5,2,19,corn,world,460307,Metric Tons
01-10-2026,2020-01-02,2020,2020,1,5,1,18,soybeans,world,963830,Metric Tons
01-10-2026,2020-01-02,2020,2020,1,8,1,31,wheat,world,345109,Metric Tons
01-10-2026,2020-01-02,2020,2020,1,5,1,18,corn,world,550930,Metric Tons
01-10-2026,2019-12-26,2019,2020,12,4,52,17,soybeans,world,911482,Metric Tons
01-10-2026,2019-12-26,2019,2020,12,7,52,30,wheat,world,312017,Metric Tons
01-10-2026,2019-12-26,2019,2020,12,4,52,17,corn,world,408946,Metric Tons
01-10-2026,2019-12-19,2019,2020,12,4,51,16,soybeans,world,1083866,Metric Tons
01-10-2026,2019-12-19,2019,2020,12,7,51,29,wheat,world,578458,Metric Tons
01-10-2026,2019-12-19,2019,2020,12,4,51,16,corn,world,387188,Metric Tons
01-10-2026,2019-12-12,2019,2020,12,4,50,15,soybeans,world,1259374,Metric Tons
01-10-2026,2019-12-12,2019,2020,12,7,50,28,wheat,world,506291,Metric Tons
01-10-2026,2019-12-12,2019,2020,12,4,50,15,corn,world,686686,Metric Tons
01-10-2026,2019-12-05,2019,2020,12,4,49,14,corn,world,481097,Metric Tons
01-10-2026,2019-12-05,2019,2020,12,7,49,27,wheat,world,313810,Metric Tons
01-10-2026,2019-12-05,2019,2020,12,4,49,14,soybeans,world,1327042,Metric Tons
01-10-2026,2019-11-28,2019,2020,11,3,48,13,soybeans,world,1547507,Metric Tons
01-10-2026,2019-11-28,2019,2020,11,6,48,26,wheat,world,246988,Metric Tons
01-10-2026,2019-11-28,2019,2020,11,3,48,13,corn,world,428856,Metric Tons
01-10-2026,2019-11-21,2019,2020,11,3,47,12,soybeans,world,1942761,Metric Tons
01-10-2026,2019-11-21,2019,2020,11,3,47,12,corn,world,604592,Metric Tons
01-10-2026,2019-11-21,2019,2020,11,6,47,25,wheat,world,420813,Metric Tons
01-10-2026,2019-11-14,2019,2020,11,3,46,11,corn,world,637397,Metric Tons
01-10-2026,2019-11-14,2019,2020,11,6,46,24,wheat,world,449304,Metric Tons
01-10-2026,2019-11-14,2019,2020,11,3,46,11,soybeans,world,1532991,Metric Tons
01-10-2026,2019-11-07,2019,2020,11,3,45,10,corn,world,560105,Metric Tons
01-10-2026,2019-11-07,2019,2020,11,6,45,23,wheat,world,528875,Metric Tons
01-10-2026,2019-11-07,2019,2020,11,3,45,10,soybeans,world,1331631,Metric Tons
01-10-2026,2019-10-31,2019,2020,10,2,44,9,corn,world,275575,Metric Tons
01-10-2026,2019-10-31,2019,2020,10,5,44,22,wheat,world,293360,Metric Tons
01-10-2026,2019-10-31,2019,2020,10,2,44,9,soybeans,world,1480632,Metric Tons
01-10-2026,2019-10-24,2019,2020,10,5,43,21,wheat,world,523262,Metric Tons
01-10-2026,2019-10-24,2019,2020,10,2,43,8,corn,world,380660,Metric Tons
01-10-2026,2019-10-24,2019,2020,10,2,43,8,soybeans,world,1568399,Metric Tons
01-10-2026,2019-10-17,2019,2020,10,2,42,7,corn,world,531744,Metric Tons
01-10-2026,2019-10-17,2019,2020,10,5,42,20,wheat,world,565099,Metric Tons
01-10-2026,2019-10-17,2019,2020,10,2,42,7,soybeans,world,1296352,Metric Tons
01-10-2026,2019-10-10,2019,2020,10,5,41,19,wheat,world,462651,Metric Tons
01-10-2026,2019-10-10,2019,2020,10,2,41,6,soybeans,world,954881,Metric Tons
01-10-2026,2019-10-10,2019,2020,10,2,41,6,corn,world,470612,Metric Tons
01-10-2026,2019-10-03,2019,2020,10,2,40,5,corn,world,466521,Metric Tons
01-10-2026,2019-10-03,2019,2020,10,5,40,18,wheat,world,385259,Metric Tons
01-10-2026,2019-10-03,2019,2020,10,2,40,5,soybeans,world,1038988,Metric Tons
01-10-2026,2019-09-26,2019,2020,9,4,39,17,wheat,world,466506,Metric Tons
01-10-2026,2019-09-26,2019,2020,9,1,39,4,corn,world,399736,Metric Tons
01-10-2026,2019-09-26,2019,2020,9,1,39,4,soybeans,world,982288,Metric Tons
01-10-2026,2019-09-19,2019,2020,9,1,38,3,corn,world,233993,Metric Tons
01-10-2026,2019-09-19,2019,2020,9,4,38,16,wheat,world,476173,Metric Tons
01-10-2026,2019-09-19,2019,2020,9,1,38,3,soybeans,world,922550,Metric Tons
01-10-2026,2019-09-12,2019,2020,9,4,37,15,wheat,world,459258,Metric Tons
01-10-2026,2019-09-12,2019,2020,9,1,37,2,corn,world,421803,Metric Tons
01-10-2026,2019-09-12,2019,2020,9,1,37,2,soybeans,world,666490,Metric Tons
01-10-2026,2019-09-05,2019,2020,9,1,36,1,corn,world,590013,Metric Tons
01-10-2026,2019-09-05,2019,2020,9,4,36,14,wheat,world,402486,Metric Tons
01-10-2026,2019-09-05,2019,2020,9,1,36,1,soybeans,world,906029,Metric Tons
01-10-2026,2019-08-29,2019,2019,8,12,35,52,corn,world,355411,Metric Tons
01-10-2026,2019-08-29,2019,2019,8,12,35,52,soybeans,world,1281426,Metric Tons
01-10-2026,2019-08-29,2019,2020,8,3,35,13,wheat,world,526049,Metric Tons
01-10-2026,2019-08-22,2019,2019,8,12,34,51,soybeans,world,961964,Metric Tons
01-10-2026,2019-08-22,2019,2020,8,3,34,12,wheat,world,492998,Metric Tons
01-10-2026,2019-08-22,2019,2019,8,12,34,51,corn,world,639154,Metric Tons
01-10-2026,2019-08-15,2019,2019,8,12,33,50,corn,world,510334,Metric Tons
01-10-2026,2019-08-15,2019,2020,8,3,33,11,wheat,world,488905,Metric Tons
01-10-2026,2019-08-15,2019,2019,8,12,33,50,soybeans,world,1158217,Metric Tons
01-10-2026,2019-08-08,2019,2019,8,12,32,49,corn,world,703183,Metric Tons
01-10-2026,2019-08-08,2019,2020,8,3,32,10,wheat,world,688978,Metric Tons
01-10-2026,2019-08-08,2019,2019,8,12,32,49,soybeans,world,944238,Metric Tons
01-10-2026,2019-08-01,2019,2019,8,12,31,48,corn,world,631289,Metric Tons
01-10-2026,2019-08-01,2019,2020,8,3,31,9,wheat,world,395136,Metric Tons
01-10-2026,2019-08-01,2019,2019,8,12,31,48,soybeans,world,1029010,Metric Tons
01-10-2026,2019-07-25,2019,2019,7,11,30,47,soybeans,world,1031477,Metric Tons
01-10-2026,2019-07-25,2019,2019,7,11,30,47,corn,world,645367,Metric Tons
01-10-2026,2019-07-25,2019,2020,7,2,30,8,wheat,world,390730,Metric Tons
01-10-2026,2019-07-18,2019,2020,7,2,29,7,wheat,world,433117,Metric Tons
01-10-2026,2019-07-18,2019,2019,7,11,29,46,soybeans,world,559462,Metric Tons
01-10-2026,2019-07-18,2019,2019,7,11,29,46,corn,world,438045,Metric Tons
01-10-2026,2019-07-11,2019,2019,7,11,28,45,corn,world,676485,Metric Tons
01-10-2026,2019-07-11,2019,2020,7,2,28,6,wheat,world,315358,Metric Tons
01-10-2026,2019-07-11,2019,2019,7,11,28,45,soybeans,world,854373,Metric Tons
01-10-2026,2019-07-04,2019,2020,7,2,27,5,wheat,world,609456,Metric Tons
01-10-2026,2019-07-04,2019,2019,7,11,27,44,soybeans,world,757903,Metric Tons
01-10-2026,2019-07-04,2019,2019,7,11,27,44,corn,world,703192,Metric Tons
01-10-2026,2019-06-27,2019,2020,6,1,26,4,wheat,world,609037,Metric Tons
01-10-2026,2019-06-27,2019,2019,6,10,26,43,corn,world,272513,Metric Tons
01-10-2026,2019-06-27,2019,2019,6,10,26,43,soybeans,world,719299,Metric Tons
01-10-2026,2019-06-20,2019,2019,6,10,25,42,soybeans,world,682155,Metric Tons
01-10-2026,2019-06-20,2019,2020,6,1,25,3,wheat,world,406386,Metric Tons
01-10-2026,2019-06-20,2019,2019,6,10,25,42,corn,world,617740,Metric Tons
01-10-2026,2019-06-13,2019,2019,6,10,24,41,corn,world,653875,Metric Tons
01-10-2026,2019-06-13,2019,2020,6,1,24,2,wheat,world,375365,Metric Tons
01-10-2026,2019-06-13,2019,2019,6,10,24,41,soybeans,world,675302,Metric Tons
01-10-2026,2019-06-06,2019,2019,6,10,23,40,soybeans,world,714627,Metric Tons
01-10-2026,2019-06-06,2019,2020,6,1,23,1,wheat,world,464779,Metric Tons
01-10-2026,2019-06-06,2019,2019,6,10,23,40,corn,world,850647,Metric Tons
01-10-2026,2019-05-30,2019,2019,5,12,22,52,wheat,world,592744,Metric Tons
01-10-2026,2019-05-30,2019,2019,5,9,22,39,soybeans,world,498771,Metric Tons
01-10-2026,2019-05-30,2019,2019,5,9,22,39,corn,world,743077,Metric Tons
01-10-2026,2019-05-23,2019,2019,5,9,21,38,corn,world,1098948,Metric Tons
01-10-2026,2019-05-23,2019,2019,5,12,21,51,wheat,world,494097,Metric Tons
01-10-2026,2019-05-23,2019,2019,5,9,21,38,soybeans,world,532881,Metric Tons
01-10-2026,2019-05-16,2019,2019,5,9,20,37,corn,world,820916,Metric Tons
01-10-2026,2019-05-16,2019,2019,5,9,20,37,soybeans,world,497070,Metric Tons
01-10-2026,2019-05-16,2019,2019,5,12,20,50,wheat,world,757704,Metric Tons
01-10-2026,2019-05-09,2019,2019,5,12,19,49,wheat,world,842418,Metric Tons
01-10-2026,2019-05-09,2019,2019,5,9,19,36,soybeans,world,513375,Metric Tons
01-10-2026,2019-05-09,2019,2019,5,9,19,36,corn,world,1000762,Metric Tons
01-10-2026,2019-05-02,2019,2019,5,12,18,48,wheat,world,477918,Metric Tons
01-10-2026,2019-05-02,2019,2019,5,9,18,35,soybeans,world,600441,Metric Tons
01-10-2026,2019-05-02,2019,2019,5,9,18,35,corn,world,976842,Metric Tons
01-10-2026,2019-05-02,2019,2019,5,9,18,35,corn,world,976842,Metric Tons
01-10-2026,2019-05-02,2019,2019,5,12,18,48,wheat,world,477918,Metric Tons
01-10-2026,2019-05-02,2019,2019,5,9,18,35,soybeans,world,600441,Metric Tons
01-10-2026,2019-04-25,2019,2019,4,8,17,34,soybeans,world,491600,Metric Tons
01-10-2026,2019-04-25,2019,2019,4,11,17,47,wheat,world,630402,Metric Tons
01-10-2026,2019-04-25,2019,2019,4,8,17,34,corn,world,1366230,Metric Tons
01-10-2026,2019-04-18,2019,2019,4,8,16,33,corn,world,1353114,Metric Tons
01-10-2026,2019-04-18,2019,2019,4,11,16,46,wheat,world,811130,Metric Tons
01-10-2026,2019-04-18,2019,2019,4,8,16,33,soybeans,world,382298,Metric Tons
01-10-2026,2019-04-11,2019,2019,4,8,15,32,corn,world,1182140,Metric Tons
01-10-2026,2019-04-11,2019,2019,4,11,15,45,wheat,world,511400,Metric Tons
01-10-2026,2019-04-11,2019,2019,4,8,15,32,soybeans,world,460667,Metric Tons
01-10-2026,2019-04-04,2019,2019,4,8,14,31,soybeans,world,888160,Metric Tons
01-10-2026,2019-04-04,2019,2019,4,11,14,44,wheat,world,538808,Metric Tons
01-10-2026,2019-04-04,2019,2019,4,8,14,31,corn,world,1035423,Metric Tons
01-10-2026,2019-03-28,2019,2019,3,7,13,30,corn,world,1259267,Metric Tons
01-10-2026,2019-03-28,2019,2019,3,10,13,43,wheat,world,418424,Metric Tons
01-10-2026,2019-03-28,2019,2019,3,7,13,30,soybeans,world,730806,Metric Tons
01-10-2026,2019-03-21,2019,2019,3,7,12,29,corn,world,995997,Metric Tons
01-10-2026,2019-03-21,2019,2019,3,7,12,29,soybeans,world,857970,Metric Tons
01-10-2026,2019-03-21,2019,2019,3,10,12,42,wheat,world,340398,Metric Tons
01-10-2026,2019-03-14,2019,2019,3,7,11,28,soybeans,world,841888,Metric Tons
01-10-2026,2019-03-14,2019,2019,3,10,11,41,wheat,world,353727,Metric Tons
01-10-2026,2019-03-14,2019,2019,3,7,11,28,corn,world,795241,Metric Tons
01-10-2026,2019-03-07,2019,2019,3,7,10,27,soybeans,world,874363,Metric Tons
01-10-2026,2019-03-07,2019,2019,3,7,10,27,corn,world,765618,Metric Tons
01-10-2026,2019-03-07,2019,2019,3,10,10,40,wheat,world,592001,Metric Tons
01-10-2026,2019-02-28,2019,2019,2,6,9,26,corn,world,865617,Metric Tons
01-10-2026,2019-02-28,2019,2019,2,9,9,39,wheat,world,440314,Metric Tons
01-10-2026,2019-02-28,2019,2019,2,6,9,26,soybeans,world,843925,Metric Tons
01-10-2026,2019-02-21,2019,2019,2,9,8,38,wheat,world,693964,Metric Tons
01-10-2026,2019-02-21,2019,2019,2,6,8,25,soybeans,world,1307350,Metric Tons
01-10-2026,2019-02-21,2019,2019,2,6,8,25,corn,world,751278,Metric Tons
01-10-2026,2019-02-14,2019,2019,2,6,7,24,corn,world,941811,Metric Tons
01-10-2026,2019-02-14,2019,2019,2,9,7,37,wheat,world,357131,Metric Tons
01-10-2026,2019-02-14,2019,2019,2,6,7,24,soybeans,world,1031294,Metric Tons
01-10-2026,2019-02-07,2019,2019,2,6,6,23,corn,world,743536,Metric Tons
01-10-2026,2019-02-07,2019,2019,2,9,6,36,wheat,world,562307,Metric Tons
01-10-2026,2019-02-07,2019,2019,2,6,6,23,soybeans,world,1063973,Metric Tons
01-10-2026,2019-01-31,2019,2019,1,5,5,22,soybeans,world,975775,Metric Tons
01-10-2026,2019-01-31,2019,2019,1,5,5,22,corn,world,901214,Metric Tons
01-10-2026,2019-01-31,2019,2019,1,8,5,35,wheat,world,440031,Metric Tons
01-10-2026,2019-01-24,2019,2019,1,5,4,21,corn,world,893001,Metric Tons
01-10-2026,2019-01-24,2019,2019,1,8,4,34,wheat,world,362153,Metric Tons
01-10-2026,2019-01-24,2019,2019,1,5,4,21,soybeans,world,929417,Metric Tons
01-10-2026,2019-01-24,2019,2019,1,5,4,21,corn,world,893001,Metric Tons
01-10-2026,2019-01-24,2019,2019,1,8,4,34,wheat,world,362153,Metric Tons
01-10-2026,2019-01-24,2019,2019,1,5,4,21,soybeans,world,929417,Metric Tons
01-10-2026,2019-01-17,2019,2019,1,5,3,20,soybeans,world,1110713,Metric Tons
01-10-2026,2019-01-17,2019,2019,1,8,3,33,wheat,world,516643,Metric Tons
01-10-2026,2019-01-17,2019,2019,1,5,3,20,corn,world,1108119,Metric Tons
01-10-2026,2019-01-10,2019,2019,1,5,2,19,corn,world,1013682,Metric Tons
01-10-2026,2019-01-10,2019,2019,1,8,2,32,wheat,world,545804,Metric Tons
01-10-2026,2019-01-10,2019,2019,1,5,2,19,soybeans,world,1085251,Metric Tons
01-10-2026,2019-01-03,2019,2019,1,5,1,18,corn,world,501541,Metric Tons
01-10-2026,2019-01-03,2019,2019,1,8,1,31,wheat,world,260134,Metric Tons
01-10-2026,2019-01-03,2019,2019,1,5,1,18,soybeans,world,673172,Metric Tons
01-10-2026,2018-12-27,2018,2019,12,4,52,17,corn,world,913797,Metric Tons
01-10-2026,2018-12-27,2018,2019,12,7,52,30,wheat,world,376281,Metric Tons
01-10-2026,2018-12-27,2018,2019,12,4,52,17,soybeans,world,677679,Metric Tons
01-10-2026,2018-12-20,2018,2019,12,7,51,29,wheat,world,543126,Metric Tons
01-10-2026,2018-12-20,2018,2019,12,4,51,16,corn,world,996098,Metric Tons
01-10-2026,2018-12-20,2018,2019,12,4,51,16,soybeans,world,651181,Metric Tons
